6.738242052491376644e-01, 4.216285367053217992e-01, -3.630109255266990992e-02, -4.803796991533414162e-02, -7.362434713036783429e-02, -1.192678582802150916e-01, -3.096025176531854578e-02, 5.565686699331679615e-02, -9.854887370494935794e-02, 9.566067505267884796e-02, -3.308954368995639661e-02, 1.993827643624872525e-01, 
2.797484041028618917e-01, 2.803859477359095242e-01, 8.062405535140232393e-02, 1.659222382481868596e-01, -7.291882373459794564e-02, 1.026214395164277938e-03, 1.272183174280233919e-01, 5.011026460275314759e-02, 7.153857412406328109e-02, -6.157106772247453175e-02, 4.247270995164719593e-02, 8.320025042985719488e-02, 
6.071757084829219053e-01, 6.752145642363982514e-01, -1.324802793839089873e-02, 1.319611692378913625e-02, 1.310315534578716801e-01, -5.996445147237386766e-03, -1.274775717861378055e-01, 5.180390726313263694e-02, -1.169749899087956235e-01, 4.298589154278679991e-02, -1.254031228771018414e-01, -1.408225607918728306e-01, 
3.285390911760279198e-01, 2.420473320278176965e-01, 3.889607570814638399e-02, -5.136730082898891686e-02, -1.341144871038716935e-01, 6.372052712677114816e-02, 7.964029335056570236e-02, 3.529434036701319111e-02, -5.292602447675675420e-02, 1.879417130571835529e-02, -4.075756806993582892e-02, 4.101744861421346977e-02, 
8.406668829405377075e-01, 3.910938435730363927e-01, -7.373378638944029506e-02, -3.621418843209507805e-03, -9.547031515303017191e-02, -3.153523343346109620e-02, -3.058151295971213435e-02, -2.253082420198677660e-01, 7.535698294131475128e-02, 3.228462000695130757e-02, -4.000141163072291201e-02, 8.474721231717795289e-02, 
7.127140215054825756e-01, 1.848464387919804830e-01, 1.523988859634949587e-02, -4.088135694157064154e-02, -2.379680702656369884e-02, -1.009257307398928327e-01, 5.262638002335215393e-03, -6.279467869856046602e-02, 7.566785016909968742e-02, -1.940853314644195443e-02, -1.031532229563788539e-01, -1.725687215989871875e-02, 
5.404635705215720121e-01, 5.057534358710623623e-01, -5.254841484780442551e-02, -1.485189880627627371e-02, -8.543752762866291262e-02, -1.073156613280816241e-01, -1.626398386619548261e-02, 1.063931569175201146e-02, 3.219506064184213950e-02, 1.477827811711554529e-01, 5.896629718526602559e-02, -1.102095356936656917e-01, 
7.148114069640418844e-01, 2.370950064058051643e-01, 1.967916231719236964e-02, 1.767340396572057715e-02, -1.755050943832912602e-01, 2.866411783110810380e-04, 1.331670186781925003e-01, 8.374028394415340693e-02, -1.759929709479134963e-01, -9.065027191083689651e-02, -1.122909697709981690e-02, 1.271548949675426754e-01, 
7.362280084555540283e-01, 4.220817007559181655e-01, -4.160172904049757453e-02, 8.947110022187738931e-02, 1.710606644151738132e-01, 6.545683710765203001e-02, -2.714392731486841431e-02, 2.912146350724063512e-02, -8.785050585524951938e-02, 7.014701385300750602e-02, -9.741858838339972904e-02, 9.686628502360372997e-03, 
5.328552576120463291e-01, 6.128084034405314462e-01, 3.637302451463694797e-02, 4.979251511048184836e-02, -1.917698810070134902e-02, 1.222078871957054946e-01, 7.696394111760915258e-02, -1.929649772503870264e-01, -4.640995598793254406e-02, 2.534367712903890998e-02, 2.351639767765526523e-01, 1.477605099167634273e-01, 
